entropy,numDigits,urlLength,numParams,hasHttp,hasHttps,urlIsLive,bodyLength,numTitles,numImages,numLinks,scriptLength,specialChars,ext,dsr,dse,sscr,sbr,bscr,num_%20,num_@,has_ip,Class
-4.536682552,8,95,0,TRUE,FALSE,FALSE,86584,1,2,35,24612,16884,com,0,0,1.457711443,0.284255752,0.195001386,0,0,0,normal_url
-3.844106545,0,26,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,ore,0,0,0,0,0,0,0,0,normal_url
-4.499766218,8,73,0,TRUE,FALSE,FALSE,119404,7,10,153,38557,28934,com,0,0,1.332584503,0.32291213,0.24232019,0,0,0,normal_url
-3.920958593,0,32,0,TRUE,FALSE,FALSE,864,0,0,0,849,285,com,0,0,2.978947368,0.982638889,0.329861111,0,0,0,normal_url
-4.428536536,7,52,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,phishing_url1
-3.890319531,0,32,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-3.844106545,0,26,0,TRUE,FALSE,FALSE,598,2,2,0,471,172,br,0,0,2.738372093,0.787625418,0.287625418,0,0,0,phishing_url1
-3.787143961,0,19,0,TRUE,FALSE,FALSE,44549,92,19,90,16914,11448,com,0,0,1.477463312,0.379671822,0.256975465,0,0,0,phishing_url1
-3.886842188,0,24,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"com),",0,0,0,0,0,0,0,0,phishing_url1
-4.489912495,10,61,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.025563104,0,52,0,TRUE,FALSE,FALSE,26652,16,16,99,18187,7643,php,0,0,2.379562999,0.682387813,0.286770224,0,0,0,phishing_url1
-3.930270372,0,27,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,fr,0,0,0,0,0,0,0,0,phishing_url1
-4.605679999,6,115,1,TRUE,FALSE,FALSE,2239,2,1,0,1479,607,html?locale3den-us&ocid3drmt_taglm_hmwl_reten_changegood_0607',0,0,2.436573311,0.660562751,0.271103171,0,0,0,phishing_url1
-3.94346519,0,25,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,de,0,0,0,0,0,0,0,0,phishing_url1
-4.502029704,20,84,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,htmtony,0,0,0,0,0,0,0,0,phishing_url1
-4.308751351,2,42,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.433540263,9,62,0,TRUE,FALSE,FALSE,1015783,2,1,229,223729,245251,htmlsince,0,0,0.912245006,0.220252751,0.241440347,0,0,0,phishing_url1
-3.91265761,19,58,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fnews2ebbc2eco2euk2f22fhi2fafrica2f22692382estmon,0,0,0,0,0,0,0,0,phishing_url1
-4.472650171,7,53,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stmsince,0,0,0,0,0,0,0,0,phishing_url1
-3.895638808,0,36,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,fr,0,0,0,0,0,0,0,0,phishing_url1
-4.536679178,7,94,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stm<,0,0,0,0,0,0,0,0,phishing_url1
-4.366091329,10,38,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.082734717,0,35,0,TRUE,FALSE,FALSE,3839,13,7,30,431,738,aspx,0,0,0.58401084,0.11226882,0.192237562,0,0,0,phishing_url1
-4.412016253,1,56,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,aspx?icid3dclub_wlmailtextlink,0,0,0,0,0,0,0,0,phishing_url1
-4.158364628,0,81,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.20267011,1,82,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.672143477,9,89,3,TRUE,FALSE,FALSE,0,0,0,0,0,0,php?bannerid3d875&amp;zoneid3d13&amp;source3d&amp;ismap3d',0,0,0,0,0,0,0,0,phishing_url1
-4.690774839,10,99,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"stmsubsequently,",0,0,0,0,0,0,0,0,phishing_url1
-4.654487025,10,121,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,phishing_url1
-4.082734717,0,35,0,TRUE,FALSE,FALSE,3839,13,7,30,431,738,aspx,0,0,0.58401084,0.11226882,0.192237562,0,0,0,phishing_url1
-4.347585823,28,92,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fnews2ebbc2eco2euk2fhi2fenglish2fworld2fafrica2fnewsid5f18390002f18392522estmbefore,0,0,0,0,0,0,0,0,phishing_url1
-4.168987628,19,62,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fnews2ebbc2eco2euk2f12fhi2fworld2fafrica2f8771132estm,0,0,0,0,0,0,0,0,phishing_url1
-3.732988758,7,37,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2eecondad2eorg2fabacha2e,0,0,0,0,0,0,0,0,phishing_url1
-3.614369446,0,18,0,TRUE,FALSE,FALSE,602189,3,15,207,576434,138884,com,0,0,4.150470897,0.957231035,0.230631911,0,0,0,phishing_url1
-4.16070893,12,60,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.343062191,13,62,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,shtml,0,0,0,0,0,0,0,0,phishing_url1
-4.359408313,6,49,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,shtmlmy,0,0,0,0,0,0,0,0,phishing_url1
-4.250364172,4,79,0,TRUE,FALSE,FALSE,92,1,0,0,0,18,yuguang,0,0,0,0,0.195652174,0,0,0,phishing_url1
-3.86346519,0,25,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,fr,0,0,0,0,0,0,0,0,phishing_url1
-4.529541028,5,150,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"html"">all-new",0,0,0,0,0,0,0,0,phishing_url1
-4.385189674,1,109,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"html"">do",0,0,0,0,0,0,0,0,phishing_url1
-4.576114511,6,150,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"html"">all-new",0,0,0,0,0,0,0,0,phishing_url1
-4.385189674,1,109,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"html"">do",0,0,0,0,0,0,0,0,phishing_url1
-4.497686937,5,144,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"html"">the",0,0,0,0,0,0,0,0,phishing_url1
-4.465999616,3,78,0,TRUE,FALSE,FALSE,10075,0,3,4,5391,4144,"com)if""",0,0,1.300916988,0.535086849,0.411315136,0,1,0,phishing_url1
-4.132944045,6,26,0,TRUE,FALSE,FALSE,15133,34,33,139,10523,3816,de,0,0,2.757599581,0.695367739,0.252164145,0,0,0,phishing_url1
-4.132944045,6,26,0,TRUE,FALSE,FALSE,15165,34,33,139,10555,3824,de,0,0,2.760198745,0.696010551,0.252159578,0,0,0,phishing_url1
-3.594465637,0,21,0,TRUE,FALSE,FALSE,10075,0,3,4,5391,4144,com,0,0,1.300916988,0.535086849,0.411315136,0,0,0,phishing_url1
-4.483555755,10,60,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-3.584160077,0,27,0,TRUE,FALSE,FALSE,421345,21,32,84,287617,114085,com,0,0,2.52107639,0.682616383,0.270763863,0,0,0,phishing_url1
-4.488122125,4,90,1,TRUE,FALSE,FALSE,0,0,0,0,0,0,aspx?locale3den-us&source3dwlmailtagline,0,0,0,0,0,0,0,0,phishing_url1
-4.237074314,27,55,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com20--0-638266516-1149603240:60960--,0,0,0,0,0,0,0,0,phishing_url1
-4.500377548,7,51,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stm),0,0,0,0,0,0,0,0,phishing_url1
-4.571735622,9,55,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stm20since,0,0,0,0,0,0,0,0,phishing_url1
-4.653674347,3,73,2,TRUE,FALSE,FALSE,60591,2,1,41,40121,16754,aspx?q3dwindows+vista&mkt3den-us&form3dqbre,0,0,2.394711711,0.662161047,0.276509713,0,0,0,phishing_url1
-4.191830979,1,89,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"com"">photomail",0,0,0,0,0,0,0,0,phishing_url1
-4.191830979,1,89,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"com"">photomail",0,0,0,0,0,0,0,0,phishing_url1
-2.422337507,0,80,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,es,0,0,0,0,0,0,0,0,phishing_url1
-3.4548224,0,17,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,es,0,0,0,0,0,0,0,0,phishing_url1
-3.477217001,0,32,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"freesurf,",0,0,0,0,0,0,0,0,phishing_url1
-3.726474118,0,28,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,fr,0,0,0,0,0,0,0,0,phishing_url1
-4.053787323,19,53,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fallafrica2ecom2fstories2f2002031800742ehtml,0,0,0,0,0,0,0,0,phishing_url1
-3.95834346,18,71,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2etime2ecom2ftime2feurope2fmagazine2f20002f272fswiss2ehtml,0,0,0,0,0,0,0,0,phishing_url1
-4.532678211,8,49,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stm,0,0,0,0,0,0,0,0,phishing_url1
-4.648922001,8,94,3,TRUE,FALSE,FALSE,0,0,0,0,0,0,html<,0,0,0,0,0,0,0,0,phishing_url1
-4.158364628,0,81,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.20267011,1,82,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-3.897587036,1,31,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,phpif,0,0,0,0,0,0,0,0,phishing_url1
-4.274690382,16,52,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-3.787143961,0,19,0,TRUE,FALSE,FALSE,44549,92,19,90,16914,11448,com,0,0,1.477463312,0.379671822,0.256975465,0,0,0,phishing_url1
-3.373157118,0,105,0,TRUE,FALSE,FALSE,268,2,0,1,0,52,com,0,0,0,0,0.194029851,0,0,0,phishing_url1
-4.019657508,0,59,0,FALSE,TRUE,FALSE,102,1,0,0,0,18,net,0,0,0,0,0.176470588,0,0,0,phishing_url1
-3.653107168,1,24,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http-equiv3dcontent-type,0,0,0,0,0,0,0,0,phishing_url1
-3.895638808,0,36,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,fr,0,0,0,0,0,0,0,0,phishing_url1
-3.584160077,0,27,0,TRUE,FALSE,FALSE,421384,21,33,85,287616,114091,com,0,0,2.520935043,0.682550832,0.270753042,0,0,0,phishing_url1
-3.594465637,0,21,0,TRUE,FALSE,FALSE,10075,0,3,4,5391,4144,com,0,0,1.300916988,0.535086849,0.411315136,0,0,0,phishing_url1
-4.315311532,10,40,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.120271662,0,42,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"hkattention,thank",0,0,0,0,0,0,0,0,phishing_url1
-4.531994455,11,53,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,2020,0,0,0,0,0,0,0,0,phishing_url1
-4.645681351,22,96,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,localdomain_7750cf6fefc9663bc80625ff92d56d42--,0,0,0,0,0,0,0,0,phishing_url1
-3.820888851,0,21,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-3.617809684,0,21,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,za,0,0,0,0,0,0,0,0,phishing_url1
-4.307441652,6,128,0,TRUE,FALSE,FALSE,1015783,2,1,229,223729,245251,comthe,0,0,0.912245006,0.220252751,0.241440347,0,0,0,phishing_url1
-4.026619294,0,31,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,comcrea,0,0,0,0,0,0,0,0,phishing_url1
-4.714605695,16,108,1,TRUE,FALSE,FALSE,0,0,0,0,0,0,stm<,0,0,0,0,0,0,0,0,phishing_url1
-4.462992774,10,63,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.222794209,0,48,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,uk,0,0,0,0,0,0,0,0,phishing_url1
-4.600100879,8,53,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stm),0,0,0,0,0,0,0,0,phishing_url1
-4.222794209,0,48,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,uk,0,0,0,0,0,0,0,0,phishing_url1
-4.146822517,8,64,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,list,0,0,0,0,0,0,0,0,phishing_url1
-4.296837159,1,55,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com?source3dmsntaglineliveearthwlm,0,0,0,0,0,0,0,0,phishing_url1
-4.335789789,14,81,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,http:,0,0,0,0,0,0,1,0,phishing_url1
-3.952302978,0,29,0,TRUE,FALSE,FALSE,438192,22,31,88,303524,118806,com,0,0,2.554786795,0.692673531,0.271127725,0,0,0,phishing_url1
-4.442632379,2,68,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,html?codesm-nl-11am,0,0,0,0,0,0,0,0,phishing_url1
-4.63116159,22,96,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,localdomain_bc68c9a2cc9a8e853c699e610758d1f4--,0,0,0,0,0,0,0,0,phishing_url1
-4.333918899,13,64,0,TRUE,FALSE,FALSE,20393,1,0,13,14352,4926,shtmlon,0,0,2.913520097,0.703770902,0.241553474,0,0,0,phishing_url1
-3.784941827,0,21,0,TRUE,FALSE,FALSE,493,0,0,0,494,9,com,0,0,54.88888889,1.002028398,0.018255578,0,0,0,phishing_url1
-4.222794209,0,48,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,uk,0,0,0,0,0,0,0,0,phishing_url1
-4.201842785,0,41,0,TRUE,FALSE,FALSE,438180,22,31,88,303524,118799,com,0,0,2.554937331,0.692692501,0.271119175,0,0,0,phishing_url1
-4.065260268,0,34,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,"ca""><b>yahoo!",0,0,0,0,0,0,0,0,phishing_url1
-4.526082691,4,91,1,TRUE,FALSE,FALSE,0,0,0,0,0,0,aspx?locale3den-us&source3dwlmailtagline',0,0,0,0,0,0,0,0,phishing_url1
-3.555913095,1,30,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,htm,0,0,0,0,0,0,0,0,phishing_url1
-4.172728778,8,57,0,TRUE,FALSE,FALSE,3033,2,1,25,1135,813,list,0,0,1.396063961,0.374216947,0.268051434,0,0,0,phishing_url1
-4.165858447,0,49,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,asp,0,0,0,0,0,0,0,0,phishing_url1
-4.713538411,21,453,4,TRUE,FALSE,FALSE,450,1,0,1,374,143,com,0,0,2.615384615,0.831111111,0.317777778,0,0,0,phishing_url1
-4.141619208,0,42,0,TRUE,FALSE,FALSE,11361,12,17,65,5181,2503,com,0,0,2.069916101,0.4560338,0.220315113,0,0,0,phishing_url1
-4.356310454,27,88,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2echinadaily2ecom2ecn2fenglish2fdoc2f2004-112f302fcontent5f3960812ehtmsince,0,0,0,0,0,0,0,0,phishing_url1
-4.416064849,18,72,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2eusatoday2ecom2fnews2fworld2f2003-07-15-liberia5fx2ehtmtwo,0,0,0,0,0,0,0,0,phishing_url1
-3.762818395,0,41,0,TRUE,FALSE,FALSE,1723,2,0,20,1204,465,,0,0,2.589247312,0.698781196,0.26987812,0,0,0,phishing_url1
-3.865601563,0,48,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,jsp,0,0,0,0,0,0,0,0,phishing_url1
-4.422995053,7,48,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stm,0,0,0,0,0,0,0,0,phishing_url1
-4.434809493,7,54,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stmdepuis,0,0,0,0,0,0,0,0,phishing_url1
-4.462992774,10,63,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.07850615,0,33,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.082734717,0,35,0,TRUE,FALSE,FALSE,3839,13,7,30,431,738,aspx,0,0,0.58401084,0.11226882,0.192237562,0,0,0,phishing_url1
-4.476456017,7,49,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stm),0,0,0,0,0,0,0,0,phishing_url1
-3.697845823,0,22,0,TRUE,FALSE,FALSE,60621,2,1,41,40151,16767,com,0,0,2.394644242,0.662328236,0.276587321,0,0,0,phishing_url1
-4.109306836,0,43,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,asp?athf,0,0,0,0,0,0,0,0,phishing_url1
-4.021268495,0,29,0,TRUE,FALSE,FALSE,438214,22,30,87,303525,118814,com,0,0,2.554623193,0.692641038,0.271132369,0,0,0,phishing_url1
-4.555625408,31,217,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.650713207,8,57,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,htm,0,0,0,0,0,0,0,0,phishing_url1
-4.462030971,1,57,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,aspx?icid3dclub_wlmailtextlink',0,0,0,0,0,0,0,0,phishing_url1
-4.480388542,7,48,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stm,0,0,0,0,0,0,0,0,phishing_url1
-4.189930012,0,47,0,TRUE,FALSE,FALSE,431,4,0,1,277,105,html,0,0,2.638095238,0.642691415,0.24361949,0,0,0,phishing_url1
-4.434606072,10,121,1,TRUE,FALSE,FALSE,0,0,0,0,0,0,cfm?dspcontent&contentid974,0,0,0,0,0,0,0,0,phishing_url1
-3.763342488,1,26,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,"http-equiv3d""content-type""",0,0,0,0,0,0,0,0,phishing_url1
-4.846788661,20,197,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,6900fe02--,0,0,0,0,0,0,0,0,phishing_url1
-3.787143961,0,19,0,TRUE,FALSE,FALSE,44549,92,19,90,16914,11448,com,0,0,1.477463312,0.379671822,0.256975465,0,0,0,phishing_url1
-4.557345715,16,98,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stmi,0,0,0,0,0,0,0,0,phishing_url1
-4.483555755,10,60,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-3.991729297,0,32,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,ukpowered,0,0,0,0,0,0,0,0,phishing_url1
-3.642489673,0,23,0,TRUE,FALSE,FALSE,16066,64,32,206,8153,4003,uk,0,0,2.036722458,0.50746919,0.249159716,0,0,0,phishing_url1
-4.421029622,7,52,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stmthis,0,0,0,0,0,0,0,0,phishing_url1
-4.562287505,3,89,2,TRUE,FALSE,FALSE,5536,0,0,0,5455,1885,aspx&mkt3den-us',0,0,2.893899204,0.985368497,0.340498555,0,0,0,phishing_url1
-4.456017771,12,54,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,http:,0,0,0,0,0,0,0,0,phishing_url1
-4.513870102,12,62,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,http:,0,0,0,0,0,0,0,0,phishing_url1
-4.586951533,5,73,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-3.90157858,0,38,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.24052826,2,46,0,TRUE,FALSE,FALSE,179,0,1,8,0,48,jp,0,0,0,0,0.268156425,0,0,0,phishing_url1
-4.524241989,3,88,2,TRUE,FALSE,FALSE,5536,0,0,0,5455,1885,aspx&mkt3den-us,0,0,2.893899204,0.985368497,0.340498555,0,0,0,phishing_url1
-4.462992774,10,63,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-3.558518613,0,21,0,TRUE,FALSE,FALSE,32223,63,37,152,22797,9203,cz,0,0,2.477127024,0.707476026,0.285603451,0,0,0,phishing_url1
-4.247062389,16,114,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,list,0,0,0,0,0,0,0,0,phishing_url1
-4.433338479,6,57,0,TRUE,FALSE,FALSE,1015783,2,1,229,223729,245251,listsince,0,0,0.912245006,0.220252751,0.241440347,0,0,0,phishing_url1
-4.096382336,8,44,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,html,0,0,0,0,0,0,0,0,phishing_url1
-4.003701696,8,40,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,phishing_url1
-4.869156787,15,123,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,es,0,0,0,0,0,0,0,0,phishing_url1
-4.319646812,16,62,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2egov2eza2fgol2fgcis5fprofile2ejsp3fid3d10683ethe,0,0,0,0,0,0,0,0,phishing_url1
-4.462992774,10,63,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-4.109306836,0,43,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,asp?athf,0,0,0,0,0,0,0,0,phishing_url1
-3.642489673,0,23,0,TRUE,FALSE,FALSE,119550,2,0,26,98637,24328,net,0,0,4.054463992,0.825069009,0.203496445,0,0,0,phishing_url1
-3.976721964,25,64,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fnewsfromrussia2ecom2fmain2f20032f112f132f512152ehtml22,0,0,0,0,0,0,0,0,phishing_url1
-4.003313449,29,72,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fnewsfromrussia2ecom2fmain2f20032f112f132f512152ehtml3e3e3c3c22,0,0,0,0,0,0,0,0,phishing_url1
-3.925189791,24,70,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2ethemoscowtimes2ecom2fstories2f20042f102f182f0412ehtml22,0,0,0,0,0,0,0,0,phishing_url1
-3.972756177,28,78,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2ethemoscowtimes2ecom2fstories2f20042f102f182f0412ehtml3e3e3c3c22,0,0,0,0,0,0,0,0,phishing_url1
-4.128076835,21,74,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2emosnews2ecom2fmoney2f20042f102f182fyuganskneftegaz2eshtml22,0,0,0,0,0,0,0,0,phishing_url1
-4.378544994,50,179,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2emosnews2ecom2fmoney2f20042f102f182fyuganskneftegaz2eshtml3e3e3c3chttp3a2f2fwww2emercurynews2ecom2fmld2fmercurynews2fnews2fbreaking5fnews2f99501872eh3e3etm3f1c3c3c22,0,0,0,0,0,0,0,0,phishing_url1
-4.075000546,21,60,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fnews2ebbc2eco2euk2f12fhi2fbusiness2f37538042estm22,0,0,0,0,0,0,0,0,phishing_url1
-4.038930121,25,68,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fnews2ebbc2eco2euk2f12fhi2fbusiness2f37538042estm3e3e3c3c22,0,0,0,0,0,0,0,0,phishing_url1
-4.03879864,23,77,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fmoney2ecnn2ecom2f20042f102f182fnews2finternational2fyukos2ereut2f22,0,0,0,0,0,0,0,0,phishing_url1
-4.079478591,27,85,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fmoney2ecnn2ecom2f20042f102f182fnews2finternational2fyukos2ereut2f3e3e3c3c22,0,0,0,0,0,0,0,0,phishing_url1
-4.515423008,27,74,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwashingtontimes2ecom2fupi-breaking2f20041017-064951-5424r2ehtm22,0,0,0,0,0,0,0,0,phishing_url1
-4.537642865,31,82,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwashingtontimes2ecom2fupi-breaking2f20041017-064951-5424r2ehtm3e3e3c3c22,0,0,0,0,0,0,0,0,phishing_url1
-4.032826313,30,76,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2eforbes2ecom2fhome2ffeeds2fap2f20042f102f182fap15957172ehtml22,0,0,0,0,0,0,0,0,phishing_url1
-4.087673854,34,84,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2eforbes2ecom2fhome2ffeeds2fap2f20042f102f182fap15957172ehtml3e3e3c3c22,0,0,0,0,0,0,0,0,phishing_url1
-4.179602132,18,70,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2enewratings2ecom2fanalyst5fnews2farticle5f4966422ehtml22,0,0,0,0,0,0,0,0,phishing_url1
-4.291420398,49,181,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2enewratings2ecom2fanalyst5fnews2farticle5f4966422ehtml3e3e3c3c3chttp3a2f2fwww2echannelnewsasia2ecom2fstories2fafp5fworld5fbusiness2fview2f1123022f12f2eh3etml3e3e3c3c22,0,0,0,0,0,0,0,0,phishing_url1
-4.29173803,22,78,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2ewashingtonpost2ecom2fwp-dyn2farticles2fa28041-2004oct122ehtml22,0,0,0,0,0,0,0,0,phishing_url1
-4.333426923,22,83,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,http3a2f2fwww2ewashingtonpost2ecom2fwp-dyn2farticles2fa28041-2004oct122ehtml3e3ethe,0,0,0,0,0,0,0,0,phishing_url1
-4.422995053,7,48,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stm,0,0,0,0,0,0,0,0,phishing_url1
-4.455748576,8,46,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stmii),0,0,0,0,0,0,0,0,phishing_url1
-4.275651853,8,45,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,stm,0,0,0,0,0,0,0,0,phishing_url1
-4.481242941,8,74,0,TRUE,FALSE,FALSE,3033,2,1,25,1135,813,"htmlhowever,",0,0,1.396063961,0.374216947,0.268051434,0,0,0,phishing_url1
-4.483555755,10,60,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,com,0,0,0,0,0,0,0,0,phishing_url1
-3.456564762,0,15,0,TRUE,FALSE,FALSE,0,0,0,0,0,0,net,0,0,0,0,0,0,0,0,phishing_url1
